,feature-0014,feature-0029,feature-0048,feature-0057,feature-0061,feature-0080,feature-0273,feature-0282,feature-0304,feature-0336,feature-0350,feature-0359,feature-0367,feature-0411,feature-0430,feature-0462,feature-0482,feature-0483,feature-0485,feature-0501,feature-0510,feature-0533,feature-0573,feature-0579,feature-0598,feature-0689,feature-0694,feature-0697,feature-0703,feature-0764,feature-0812,feature-0853,feature-0856,feature-0862,feature-0870,feature-0934,feature-0972,feature-0982,feature-1002,feature-1054,feature-1073,feature-1088,feature-1105,feature-1136,feature-1137
Sample_0832_LCa,20.0477092606933,367.711492944881,17426.343930496398,167.06300726953398,322.93778558439203,30177.155110164702,1454.2120600298301,120.702075582343,7740.06911580213,10899.865321385601,26.48583,5545.81215932176,49.920509276015,312.738478703014,232198.513652808,123.47744883288999,25.6145519197142,8.22591723069061,36.9768918957665,91.40241999999999,7236.07734143862,1070.92459065281,10.4746808792755,13.606993942955,14023.704006208798,51566.010063122005,1391.28404036806,52.6242704202596,171.344233089828,3921.6220505032898,152399.215113318,41952.03,19.3873351097885,78654.3623934317,21787.9921465462,8877.773220715459,41.03386,8308.73480684338,25172.3282770189,155.432605771302,97451.0827124985,74.63634275904091,64155.5161261962,1218.67335768311,15579.7185045868
Sample_0833_Non-LCa,13.3504190681825,593.611671150147,25172.3282770189,118.082862653931,261.77233759056196,14023.704006208798,2252.99176070568,151.847708563988,30177.155110164702,19451.7634340127,33.526790000000005,9512.63251640146,33.0825684225088,254.386329233115,232198.513652808,105.98660692426,41.0338561548156,10.2083415548848,30.5892215124532,57.67943,11776.6392333358,1272.8461432081501,10.623462650960999,12.242470315291701,17426.343930496398,51566.010063122005,2528.24715689304,70.2325010571459,138.53237727081,5192.81196468206,97451.0827124985,64155.52,20.9421590047581,41952.0332559775,21787.9921465462,15579.7185045868,27.411820000000002,4221.13135958984,6332.11299992453,93.2325163220042,78654.3623934317,58.76932789082021,152399.215113318,1391.28404036806,4852.0476758985
Sample_0834_Non-LCa,8.736427411608519,1026.7681101921698,7236.07734143862,794.947978911189,322.93778558439203,30177.155110164702,2252.99176070568,113.066057970613,10181.4883221663,8877.773220715459,46.63559,3017.03192133755,57.679426916205394,421.616342639836,232198.513652808,198.98066007321603,52.6242704202596,15.455028053324302,120.702075582343,32.20193,8308.73480684338,2139.98805468982,49.920509276015,54.560376516045196,5192.81196468206,41952.0332559775,1331.1921790084,82.57323158217359,138.53237727081,19451.7634340127,64155.5161261962,51566.01,49.0486088855297,97451.0827124985,25172.3282770189,15579.7185045868,41.03386,6332.11299992453,14023.704006208798,2675.90952004589,78654.3623934317,87.75367829290221,152399.215113318,2381.82495074225,12797.1981939553
Sample_0835_Non-LCa,12.870062682966402,2381.82495074225,21787.9921465462,247.250629668951,593.611671150147,25172.3282770189,1750.45738445436,77.74548898454009,14023.704006208798,17426.343930496398,35.42698,15579.7185045868,27.411820075831297,126.322154083472,232198.513652808,233.49665564520802,76.1735692393598,8.58145703851867,28.4059681055095,110.6787,11776.6392333358,3426.57091133942,12.242470315291701,10.260593846415599,30177.155110164702,41952.0332559775,2842.7863457124104,198.98066007321603,57.679426916205394,10181.4883221663,64155.5161261962,97451.08,32.6267773198688,51566.010063122005,19451.7634340127,12797.1981939553,33.99191,5545.81215932176,7740.06911580213,437.027507684822,78654.3623934317,118.082862653931,152399.215113318,4537.8041803052,4221.13135958984
Sample_0836_Non-LCa,11.1343320829452,1166.319710388,19451.7634340127,215.350500234005,120.702075582343,15579.7185045868,3017.03192133755,38.6226783222563,21787.9921465462,25172.3282770189,22.153370000000002,11776.6392333358,47.4228416267665,148.386196474162,232198.513652808,50.778602119226896,91.4024163082272,8.35539108633249,18.488887153753396,46.63559,12797.1981939553,2030.9856345440198,10.069006581959,10.4746808792755,14023.704006208798,41952.0332559775,4221.13135958984,41.6694090892834,84.2517950073013,8877.773220715459,78654.3623934317,97451.08,19.0775172193713,51566.010063122005,30177.155110164702,17426.343930496398,16.31498,3662.82923824221,6759.71221132047,254.386329233115,64155.5161261962,43.689084284921506,152399.215113318,2139.98805468982,3921.6220505032898
Sample_0837_Non-LCa,17.9487422175724,1026.7681101921698,21787.9921465462,93.2325163220042,215.350500234005,15579.7185045868,2030.9856345440198,155.432605771302,14023.704006208798,25172.3282770189,41.66941,10899.865321385601,54.560376516045196,108.317860395874,232198.513652808,113.066057970613,62.300417654270895,10.1603956958251,21.329026997715303,71.70145,9512.63251640146,1931.9789591857398,10.5638940147314,10.9181515080134,19451.7634340127,51566.010063122005,5545.81215932176,74.63634275904091,68.8494526972984,7236.07734143862,78654.3623934317,64155.52,29.824640242979303,41952.0332559775,30177.155110164702,17426.343930496398,30.98082,4221.13135958984,5192.81196468206,59.96678008202699,97451.0827124985,87.75367829290221,152399.215113318,2252.99176070568,4537.8041803052
Sample_0838_Non-LCa,12.9852360359181,863.3128913421291,14023.704006208798,179.976799311603,155.432605771302,41952.0332559775,1272.8461432081501,76.1735692393598,9512.63251640146,8877.773220715459,29.10857,2842.7863457124104,55.55096800004001,233.49665564520802,232198.513652808,63.5475958878296,45.1057662473435,10.2083415548848,32.6267773198688,38.622679999999995,6332.11299992453,1836.0739251549398,13.3504190681825,14.3816632502837,4537.8041803052,30177.155110164702,1589.53973446776,62.300417654270895,77.74548898454009,19451.7634340127,64155.5161261962,51566.01,22.593518734393896,152399.215113318,25172.3282770189,15579.7185045868,35.93784,7740.06911580213,17426.343930496398,570.7599181686061,78654.3623934317,73.14087853937879,97451.0827124985,1931.9789591857398,10899.865321385601
Sample_0839_Non-LCa,13.5422693116226,1520.1000912033999,25172.3282770189,1836.0739251549398,215.350500234005,10181.4883221663,8877.773220715459,76.1735692393598,51566.010063122005,19451.7634340127,33.082570000000004,11776.6392333358,73.14087853937879,175.60827454870602,232198.513652808,118.082862653931,261.77233759056196,11.059758243898301,23.510982099256896,77.74549,12797.1981939553,4221.13135958984,12.0526712513815,11.2854889982319,14023.704006208798,41952.0332559775,2030.9856345440198,87.75367829290221,101.53100011269699,8308.73480684338,97451.0827124985,78654.36,27.0887437345057,30177.155110164702,21787.9921465462,17426.343930496398,19.547420000000002,2675.90952004589,2842.7863457124104,129.344958781322,64155.5161261962,66.15083665720671,152399.215113318,4537.8041803052,2139.98805468982
Sample_0840_Non-LCa,12.651255637523901,1166.319710388,15579.7185045868,108.317860395874,254.386329233115,25172.3282770189,1589.53973446776,85.9317731824274,7236.07734143862,8877.773220715459,49.92051,5192.81196468206,51.6828106639928,175.60827454870602,232198.513652808,115.498816274161,50.778602119226896,11.2854889982319,34.456609647429296,56.58221999999999,5923.63670499261,3017.03192133755,16.6352748400915,12.392569556608601,7740.06911580213,41952.0332559775,1836.0739251549398,113.066057970613,84.2517950073013,21787.9921465462,51566.010063122005,64155.52,29.824640242979303,78654.3623934317,30177.155110164702,19451.7634340127,55.55096999999999,6759.71221132047,9512.63251640146,344.643818007332,97451.0827124985,97.2755682163848,152399.215113318,2528.24715689304,12797.1981939553
Sample_0841_Non-LCa,9.789021247483179,1218.67335768311,11776.6392333358,171.344233089828,148.386196474162,41952.0332559775,1391.28404036806,51.6828106639928,4537.8041803052,5192.81196468206,29.10857,2675.90952004589,37.514253269444296,209.703574502162,232198.513652808,67.4421170742017,52.6242704202596,9.98253727833132,25.6145519197142,45.10577,8308.73480684338,2381.82495074225,11.059758243898301,12.5454479076912,8877.773220715459,30177.155110164702,2030.9856345440198,71.7014519753727,99.3405769468207,25172.3282770189,51566.010063122005,78654.36,17.564548232644,64155.5161261962,21787.9921465462,14023.704006208798,25.33964,10181.4883221663,17426.343930496398,901.8004690409151,97451.0827124985,64.7781396994912,152399.215113318,3017.03192133755,10899.865321385601
Sample_0842_Non-LCa,12.2931385552198,943.2734728139619,15579.7185045868,101.53100011269699,118.082862653931,41952.0332559775,1218.67335768311,46.635585807651,6332.11299992453,6759.71221132047,31.784270000000003,3215.2137194297497,36.9768918957665,108.317860395874,232198.513652808,66.15083665720671,40.4159359410456,9.90119348564469,25.0627659085629,53.569759999999995,7740.06911580213,1667.73858489636,10.0029442188956,12.144830086956198,14023.704006208798,30177.155110164702,1589.53973446776,56.5822168314823,62.300417654270895,17426.343930496398,64155.5161261962,51566.01,20.0477092606933,78654.3623934317,21787.9921465462,10181.4883221663,24.51965,10899.865321385601,25172.3282770189,984.1936777813651,97451.0827124985,61.140044682319704,152399.215113318,1836.0739251549398,19451.7634340127
Sample_0843_Non-LCa,23.7566219233528,3662.82923824221,19451.7634340127,730.6080078304041,828.206379102171,21787.9921465462,2252.99176070568,103.706767523862,14023.704006208798,17426.343930496398,74.63634,7740.06911580213,84.2517950073013,1070.92459065281,232198.513652808,215.350500234005,47.4228416267665,7.557550873230901,58.76932789082021,155.4326,8308.73480684338,5923.63670499261,8.58538705616758,10.3923083399688,10899.865321385601,41952.0332559775,2528.24715689304,548.538167069048,261.77233759056196,30177.155110164702,64155.5161261962,97451.08,33.5267910760004,51566.010063122005,25172.3282770189,12797.1981939553,26.1871,5192.81196468206,8877.773220715459,506.22737675109397,78654.3623934317,151.847708563988,152399.215113318,7236.07734143862,3921.6220505032898
Sample_0844_LCa,15.455028053324302,2030.9856345440198,12797.1981939553,437.027507684822,618.348622385677,30177.155110164702,901.8004690409151,113.066057970613,10181.4883221663,7740.06911580213,48.214859999999994,3215.2137194297497,101.53100011269699,367.711492944881,232198.513652808,194.08420325880002,22.153372168817896,7.88551549771142,42.3339257305628,93.23252,6332.11299992453,2842.7863457124104,11.606220621165098,15.1082142632304,11776.6392333358,41952.0332559775,1166.319710388,179.976799311603,108.317860395874,19451.7634340127,51566.010063122005,64155.52,43.689084284921506,97451.0827124985,14023.704006208798,8308.73480684338,51.682809999999996,8877.773220715459,21787.9921465462,1117.70116449842,78654.3623934317,159.191943645763,152399.215113318,3426.57091133942,15579.7185045868
Sample_0845_LCa,16.1135799258577,1117.70116449842,19451.7634340127,115.498816274161,344.643818007332,25172.3282770189,2252.99176070568,95.20466004738279,11776.6392333358,17426.343930496398,35.42698,10899.865321385601,42.994265551862604,333.518499007247,232198.513652808,108.317860395874,46.635585807651,9.789021247483179,39.19984070009,82.57323000000001,15579.7185045868,2675.90952004589,11.734601700518802,15.455028053324302,5545.81215932176,51566.010063122005,3662.82923824221,74.63634275904091,155.432605771302,8877.773220715459,64155.5161261962,78654.36,26.7782366052488,41952.0332559775,30177.155110164702,21787.9921465462,29.824640000000002,7236.07734143862,9512.63251640146,175.60827454870602,97451.0827124985,87.75367829290221,152399.215113318,3426.57091133942,5192.81196468206
Sample_0846_Non-LCa,25.6145519197142,526.5307706908529,19451.7634340127,43.689084284921506,179.976799311603,15579.7185045868,2252.99176070568,42.3339257305628,21787.9921465462,25172.3282770189,28.74785,10181.4883221663,44.3977801796853,175.60827454870602,232198.513652808,80.92728963512499,54.560376516045196,9.19603818041206,27.7388829335576,48.214859999999994,14023.704006208798,984.1936777813651,10.137003957198301,9.881445720745381,9512.63251640146,41952.0332559775,3662.82923824221,47.4228416267665,70.2325010571459,3215.2137194297497,97451.0827124985,51566.01,23.7566219233528,64155.5161261962,30177.155110164702,17426.343930496398,28.40597,4852.0476758985,8877.773220715459,84.2517950073013,78654.3623934317,62.300417654270895,152399.215113318,1272.8461432081501,5192.81196468206
Sample_0847_Non-LCa,12.0526712513815,2528.24715689304,15579.7185045868,171.344233089828,367.711492944881,21787.9921465462,2030.9856345440198,101.53100011269699,8877.773220715459,9512.63251640146,33.526790000000005,6759.71221132047,52.6242704202596,108.317860395874,232198.513652808,113.066057970613,53.56975546946779,8.79792783408658,41.6694090892834,68.84945,5545.81215932176,5192.81196468206,12.144830086956198,20.0477092606933,7740.06911580213,51566.010063122005,3215.2137194297497,91.4024163082272,67.4421170742017,41952.0332559775,78654.3623934317,97451.08,28.7478453470677,25172.3282770189,30177.155110164702,19451.7634340127,35.93784,10899.865321385601,11776.6392333358,163.148218388304,64155.5161261962,95.20466004738279,152399.215113318,4852.0476758985,5923.63670499261
Sample_0848_Non-LCa,34.456609647429296,3215.2137194297497,19451.7634340127,618.348622385677,593.611671150147,15579.7185045868,2139.98805468982,73.14087853937879,17426.343930496398,30177.155110164702,36.45061,12797.1981939553,18.488887153753396,240.16460485053398,232198.513652808,198.98066007321603,89.5531062052935,7.309710348918821,25.6145519197142,141.8389,14023.704006208798,5192.81196468206,8.09888482792455,7.871976469309191,25172.3282770189,41952.0332559775,2252.99176070568,171.344233089828,80.92728963512499,8877.773220715459,97451.0827124985,78654.36,21.329026997715303,51566.010063122005,21787.9921465462,11776.6392333358,19.22941,3426.57091133942,7236.07734143862,215.350500234005,64155.5161261962,115.498816274161,152399.215113318,5923.63670499261,3921.6220505032898
Sample_0849_Non-LCa,14.616884794885301,794.947978911189,25172.3282770189,103.706767523862,285.644299486775,30177.155110164702,2030.9856345440198,63.5475958878296,6759.71221132047,7236.07734143862,38.622679999999995,3921.6220505032898,27.7388829335576,261.77233759056196,232198.513652808,120.702075582343,37.514253269444296,12.007022053974302,42.994265551862604,76.17357,19451.7634340127,1454.2120600298301,9.54952594377658,10.2083415548848,21787.9921465462,41952.0332559775,3215.2137194297497,113.066057970613,129.344958781322,8308.73480684338,51566.010063122005,78654.36,19.5474181705606,64155.5161261962,15579.7185045868,8877.773220715459,33.99191,9512.63251640146,14023.704006208798,828.206379102171,97451.0827124985,110.678700681952,152399.215113318,1667.73858489636,10181.4883221663
Sample_0850_Non-LCa,15.1082142632304,453.228853936807,19451.7634340127,1836.0739251549398,277.392560305038,21787.9921465462,2675.90952004589,151.847708563988,17426.343930496398,12797.1981939553,28.07146,5192.81196468206,56.5822168314823,1750.45738445436,232198.513652808,101.53100011269699,73.14087853937879,9.92164065280004,33.9919149586442,50.7786,15579.7185045868,1026.7681101921698,11.481834337226,9.94166517925556,30177.155110164702,41952.0332559775,2842.7863457124104,71.7014519753727,670.918723923204,5545.81215932176,97451.0827124985,51566.01,19.7141512717048,64155.5161261962,25172.3282770189,10899.865321385601,22.59352,5923.63670499261,10181.4883221663,984.1936777813651,78654.3623934317,87.75367829290221,152399.215113318,943.2734728139619,8308.73480684338
Sample_0851_LCa,26.1871045123307,6759.71221132047,21787.9921465462,984.1936777813651,1117.70116449842,12797.1981939553,1520.1000912033999,333.518499007247,4852.0476758985,5545.81215932176,115.4988,3921.6220505032898,189.249340357013,453.228853936807,232198.513652808,487.995813577437,41.6694090892834,8.262317731276429,39.795824986159204,277.3926,8877.773220715459,17426.343930496398,7.58967344398394,24.5196478039582,25172.3282770189,41952.0332559775,2528.24715689304,526.5307706908529,179.976799311603,30177.155110164702,78654.3623934317,97451.08,45.870562930770504,64155.5161261962,10899.865321385601,11776.6392333358,175.6083,5192.81196468206,2842.7863457124104,39.19984070009,51566.010063122005,294.42909455968,152399.215113318,14023.704006208798,4537.8041803052
